,95th_latency,avg_latency,client,client_sched,clients,duration,engine,engine_sched,file,kernel,machine,max_latency,min_latency,throughput
345,207.82,59.22,Sysbench 1.1.0-254f7b1,cfs_wwc,512,300.2276,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/f9W0Rv3RPz59k1,4.19.0-ipanema-g8cd6f0a04f0c,i80,2346.96,1.83,8642.0098
346,4.1,3.0,Sysbench 1.1.0-254f7b1,cfs_wwc,32,300.0052,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/XKQku5dBS1q8AI,4.19.0-ipanema-g8cd6f0a04f0c,i80,86.51,1.79,10663.88
347,17.01,9.88,Sysbench 1.1.0-254f7b1,cfs_wwc,128,300.0249,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/QAKtubCxhyiyEH,4.19.0-ipanema-g8cd6f0a04f0c,i80,312.8,1.82,12949.5221
348,204.11,60.45,Sysbench 1.1.0-254f7b1,cfs_wwc,512,300.1687,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/z0sXqN0m2kPOvP,4.19.0-ipanema-g8cd6f0a04f0c,i80,2559.31,1.98,8466.4561
349,17.01,9.98,Sysbench 1.1.0-254f7b1,cfs_wwc,128,300.0297,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/SecuawyyQi1N60,4.19.0-ipanema-g8cd6f0a04f0c,i80,332.01,1.8,12823.3888
350,25.28,14.02,Sysbench 1.1.0-254f7b1,cfs_wwc,160,300.0382,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/bZu1cJPKygaQFA,4.19.0-ipanema-g8cd6f0a04f0c,i80,600.37,1.89,11407.4535
351,25.28,14.02,Sysbench 1.1.0-254f7b1,cfs_wwc,160,300.0429,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/GREZrl8t2dIuz5,4.19.0-ipanema-g8cd6f0a04f0c,i80,592.53,1.9,11407.5137
352,51.94,25.66,Sysbench 1.1.0-254f7b1,cfs_wwc,256,300.0767,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/UdxQYlg2Gfi4lb,4.19.0-ipanema-g8cd6f0a04f0c,i80,1321.71,1.94,9971.5091
353,7.17,4.83,Sysbench 1.1.0-254f7b1,cfs_wwc,64,300.011,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/06C4MGTRx7r0Dy,4.19.0-ipanema-g8cd6f0a04f0c,i80,97.27,1.76,13244.1401
354,25.28,14.01,Sysbench 1.1.0-254f7b1,cfs_wwc,160,300.0384,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/h1KJNRSJmKqe8o,4.19.0-ipanema-g8cd6f0a04f0c,i80,610.55,1.8,11418.6361
355,207.82,60.55,Sysbench 1.1.0-254f7b1,cfs_wwc,512,300.2033,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/cS1lJJRtabQYeN,4.19.0-ipanema-g8cd6f0a04f0c,i80,2859.93,1.95,8451.7788
356,17.32,10.08,Sysbench 1.1.0-254f7b1,cfs_wwc,128,300.0286,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/iinLxi4IMV44iW,4.19.0-ipanema-g8cd6f0a04f0c,i80,332.98,1.8,12689.5633
357,17.32,10.05,Sysbench 1.1.0-254f7b1,cfs_wwc,128,300.0409,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/Jgkua4M5aAALRq,4.19.0-ipanema-g8cd6f0a04f0c,i80,335.92,1.79,12736.954
358,25.28,14.01,Sysbench 1.1.0-254f7b1,cfs_wwc,160,300.0311,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/UtO3c1ZjBVHB2o,4.19.0-ipanema-g8cd6f0a04f0c,i80,663.54,1.82,11419.5598
359,4.18,3.0,Sysbench 1.1.0-254f7b1,cfs_wwc,32,300.0053,MySQL 5.7.25,cfs_wwc,/home/dc/i80/mysql/storage/8428ae566925fa08e1ccff927f46c3f3/data/iMG3HypKcUjx5q,4.19.0-ipanema-g8cd6f0a04f0c,i80,86.62,1.7,10663.5537
360,18.28,10.6,Sysbench 1.1.0-254f7b1,Linux,128,300.048,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/kg3ZbeDXNWKvwM,4.19.0-ipanema-g8cd6f0a04f0c,i80,937.6,1.85,12065.7478
361,25.74,14.22,Sysbench 1.1.0-254f7b1,Linux,160,300.0676,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/VTKRaEsyf5o9KF,4.19.0-ipanema-g8cd6f0a04f0c,i80,650.04,1.75,11248.2343
362,7.7,5.1,Sysbench 1.1.0-254f7b1,Linux,64,300.0215,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/CMCdGcC8NIbgmu,4.19.0-ipanema-g8cd6f0a04f0c,i80,761.31,1.72,12549.8214
363,4.33,3.07,Sysbench 1.1.0-254f7b1,Linux,32,300.0078,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/3bvuIXyOluvYne,4.19.0-ipanema-g8cd6f0a04f0c,i80,94.06,1.77,10415.4841
364,211.6,62.9,Sysbench 1.1.0-254f7b1,Linux,512,300.2918,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/FGveOBLC0hJ69Q,4.19.0-ipanema-g8cd6f0a04f0c,i80,3465.7,1.84,8132.1173
365,4.41,3.12,Sysbench 1.1.0-254f7b1,Linux,32,300.0075,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/5ozlp5qQNTJ1dK,4.19.0-ipanema-g8cd6f0a04f0c,i80,104.24,1.66,10266.42
366,204.11,61.83,Sysbench 1.1.0-254f7b1,Linux,512,300.397,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/6q7XIbgf7C7H69,4.19.0-ipanema-g8cd6f0a04f0c,i80,3003.17,1.71,8273.1347
367,17.95,10.44,Sysbench 1.1.0-254f7b1,Linux,128,300.0517,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/1XwqzWqLNzRpyk,4.19.0-ipanema-g8cd6f0a04f0c,i80,977.76,1.74,12260.2132
368,7.56,5.1,Sysbench 1.1.0-254f7b1,Linux,64,300.0211,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/MzoKON4jU5VgFR,4.19.0-ipanema-g8cd6f0a04f0c,i80,601.63,1.76,12536.5575
369,26.2,14.38,Sysbench 1.1.0-254f7b1,Linux,160,300.0755,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/NeperNsso1xkDr,4.19.0-ipanema-g8cd6f0a04f0c,i80,673.66,1.78,11119.5115
370,4.33,3.05,Sysbench 1.1.0-254f7b1,Linux,32,300.0062,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/HK9HEvHgKy4xhW,4.19.0-ipanema-g8cd6f0a04f0c,i80,76.99,1.67,10483.8063
371,53.85,26.5,Sysbench 1.1.0-254f7b1,Linux,256,300.1864,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/hQXEChjXllOl3l,4.19.0-ipanema-g8cd6f0a04f0c,i80,1587.09,1.79,9655.2537
372,26.2,14.36,Sysbench 1.1.0-254f7b1,Linux,160,300.0794,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/TRtZ1ZRBXGlxnI,4.19.0-ipanema-g8cd6f0a04f0c,i80,661.9,1.81,11138.3504
373,53.85,26.47,Sysbench 1.1.0-254f7b1,Linux,256,300.3363,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/p8OCz4f2FB1sMy,4.19.0-ipanema-g8cd6f0a04f0c,i80,1494.09,1.78,9666.5149
374,53.85,25.98,Sysbench 1.1.0-254f7b1,Linux,256,300.1216,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/CRzdFd6xmiGpOR,4.19.0-ipanema-g8cd6f0a04f0c,i80,1580.09,1.75,9848.1258
375,7.56,5.09,Sysbench 1.1.0-254f7b1,Linux,64,300.0225,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/cVOIhiQvZVoYi8,4.19.0-ipanema-g8cd6f0a04f0c,i80,374.27,1.76,12564.2235
376,7.7,5.11,Sysbench 1.1.0-254f7b1,Linux,64,300.0222,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/Z1901gYf0RKcJ7,4.19.0-ipanema-g8cd6f0a04f0c,i80,119.46,1.72,12508.6244
377,4.18,3.08,Sysbench 1.1.0-254f7b1,Linux,32,300.0091,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/yDnu3gg5ryPT68,4.19.0-ipanema-g8cd6f0a04f0c,i80,66.01,1.72,10387.4113
378,53.85,26.28,Sysbench 1.1.0-254f7b1,Linux,256,300.1279,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/avotskNOfzMZGa,4.19.0-ipanema-g8cd6f0a04f0c,i80,1075.7,1.82,9734.5076
379,4.33,3.1,Sysbench 1.1.0-254f7b1,Linux,32,300.0089,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/rFzARo7lp0rUk6,4.19.0-ipanema-g8cd6f0a04f0c,i80,83.82,1.78,10327.5566
380,211.6,61.2,Sysbench 1.1.0-254f7b1,Linux,512,300.3386,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/2WjBeyy5nqfM2n,4.19.0-ipanema-g8cd6f0a04f0c,i80,3575.52,1.81,8359.301
381,215.44,60.91,Sysbench 1.1.0-254f7b1,Linux,512,300.2847,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/R1fYSVBRg3ccg3,4.19.0-ipanema-g8cd6f0a04f0c,i80,2572.2,1.77,8398.629
382,53.85,26.53,Sysbench 1.1.0-254f7b1,Linux,256,300.1245,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/UNbv9iyhOpgo9H,4.19.0-ipanema-g8cd6f0a04f0c,i80,1468.45,1.78,9642.9172
383,17.95,10.42,Sysbench 1.1.0-254f7b1,Linux,128,300.0512,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/eYCVAkpCYNZQ7G,4.19.0-ipanema-g8cd6f0a04f0c,i80,388.66,1.77,12273.4736
384,18.61,10.74,Sysbench 1.1.0-254f7b1,Linux,128,300.0462,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/gkYcQzF3lwwitw,4.19.0-ipanema-g8cd6f0a04f0c,i80,463.83,1.8,11918.5871
385,7.56,5.08,Sysbench 1.1.0-254f7b1,Linux,64,300.0205,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/4BbOPe2nRVROsR,4.19.0-ipanema-g8cd6f0a04f0c,i80,91.17,1.78,12586.6792
386,4.41,3.08,Sysbench 1.1.0-254f7b1,Linux,32,300.0086,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/3XH8XE2d9kSPFh,4.19.0-ipanema-g8cd6f0a04f0c,i80,87.18,1.65,10384.9544
387,211.6,63.8,Sysbench 1.1.0-254f7b1,Linux,512,300.2874,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/KMaINGL1mI4CF1,4.19.0-ipanema-g8cd6f0a04f0c,i80,2733.04,1.82,8019.1586
388,7.43,5.05,Sysbench 1.1.0-254f7b1,Linux,64,300.0209,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/qmg5XahR5S00MR,4.19.0-ipanema-g8cd6f0a04f0c,i80,125.77,1.74,12658.2832
389,17.95,10.34,Sysbench 1.1.0-254f7b1,Linux,128,300.0469,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/hpDHBLpeR4Nc81,4.19.0-ipanema-g8cd6f0a04f0c,i80,817.12,1.82,12368.2917
390,25.74,14.35,Sysbench 1.1.0-254f7b1,Linux,160,300.066,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/6JFnYIrpWn8l6Q,4.19.0-ipanema-g8cd6f0a04f0c,i80,659.71,1.82,11142.6863
391,207.82,60.43,Sysbench 1.1.0-254f7b1,Linux,512,300.2828,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/OJVB2gzFbTmGlC,4.19.0-ipanema-g8cd6f0a04f0c,i80,2739.53,1.88,8465.2206
392,25.74,14.32,Sysbench 1.1.0-254f7b1,Linux,160,300.092,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/uiQSx4OHL2vqmB,4.19.0-ipanema-g8cd6f0a04f0c,i80,631.96,1.81,11165.9419
393,17.95,10.43,Sysbench 1.1.0-254f7b1,Linux,128,300.0528,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/Tve8cjCrBj5tT3,4.19.0-ipanema-g8cd6f0a04f0c,i80,365.71,1.72,12268.2822
394,53.85,26.52,Sysbench 1.1.0-254f7b1,Linux,256,300.1189,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/VoTsyG6PBeUAob,4.19.0-ipanema-g8cd6f0a04f0c,i80,1086.2,1.87,9649.3012
395,25.74,14.26,Sysbench 1.1.0-254f7b1,Linux,160,300.0698,MySQL 5.7.25,cfs,/home/dc/i80/mysql/storage/8c4ea61157636a84d6ce9a214374210b/data/q82oFxA1k6mdzE,4.19.0-ipanema-g8cd6f0a04f0c,i80,715.31,1.75,11216.6441
396,1589.9,234.29,Sysbench 1.1.0-254f7b1,ule_wwc,512,300.1343,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/LHiqj9xHCQeDO0,4.19.0-ipanema-g8cd6f0a04f0c,i80,12010.48,1.69,2184.509
397,21.89,59.7,Sysbench 1.1.0-254f7b1,ule_wwc,160,300.9149,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/CM46crTyKZNVNO,4.19.0-ipanema-g8cd6f0a04f0c,i80,4034.04,1.62,2679.8277
398,7.7,5.04,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0115,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/SxdanYfBD0wHsw,4.19.0-ipanema-g8cd6f0a04f0c,i80,3828.77,1.69,12692.6523
399,15.27,14.79,Sysbench 1.1.0-254f7b1,ule_wwc,128,300.0717,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/6QJmCdy8nlmGlS,4.19.0-ipanema-g8cd6f0a04f0c,i80,3888.85,1.68,8649.8603
400,7.7,5.07,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0121,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/XxLiOFtXmIVimE,4.19.0-ipanema-g8cd6f0a04f0c,i80,3618.04,1.69,12615.4699
401,1013.6,194.29,Sysbench 1.1.0-254f7b1,ule_wwc,256,300.4237,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/EiIHn5C15SDYij,4.19.0-ipanema-g8cd6f0a04f0c,i80,6455.94,1.75,1317.3028
402,22.28,68.89,Sysbench 1.1.0-254f7b1,ule_wwc,160,302.3014,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/AHQum25rzYd0cs,4.19.0-ipanema-g8cd6f0a04f0c,i80,4524.18,1.69,2322.2816
403,2493.86,263.03,Sysbench 1.1.0-254f7b1,ule_wwc,512,300.1436,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/IChkpylBqPF8p2,4.19.0-ipanema-g8cd6f0a04f0c,i80,11511.8,1.69,1945.6618
404,15.55,15.35,Sysbench 1.1.0-254f7b1,ule_wwc,128,302.3858,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/tpxeiQ3iOf3NfV,4.19.0-ipanema-g8cd6f0a04f0c,i80,3910.22,1.63,8338.4796
405,3.96,2.93,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0056,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/mqSmDrXqtJQ8lc,4.19.0-ipanema-g8cd6f0a04f0c,i80,86.39,1.72,10934.09
406,2880.27,288.06,Sysbench 1.1.0-254f7b1,ule_wwc,512,300.1451,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/eeanp2DFfMR5xn,4.19.0-ipanema-g8cd6f0a04f0c,i80,15833.01,1.68,1776.574
407,2405.65,219.17,Sysbench 1.1.0-254f7b1,ule_wwc,256,300.7024,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/GM8rf6OkQt9UnP,4.19.0-ipanema-g8cd6f0a04f0c,i80,7630.72,1.66,1167.7261
408,7.7,5.01,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0112,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/SUCZmmIMBd0Dei,4.19.0-ipanema-g8cd6f0a04f0c,i80,2617.02,1.63,12766.6752
409,7.84,5.05,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0106,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/JatpoUWvSXusnW,4.19.0-ipanema-g8cd6f0a04f0c,i80,2847.38,1.67,12658.2861
410,7.56,4.97,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0106,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/lvw12sSlvN5Lxc,4.19.0-ipanema-g8cd6f0a04f0c,i80,1789.8,1.65,12868.1365
411,22.28,62.42,Sysbench 1.1.0-254f7b1,ule_wwc,160,301.4232,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/BMJRSfqYpHVcXC,4.19.0-ipanema-g8cd6f0a04f0c,i80,7602.16,1.58,2562.6662
412,2778.39,292.57,Sysbench 1.1.0-254f7b1,ule_wwc,512,301.0549,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/OCCawKjAH8ltGT,4.19.0-ipanema-g8cd6f0a04f0c,i80,11991.67,1.67,1749.216
413,2449.36,216.98,Sysbench 1.1.0-254f7b1,ule_wwc,256,301.0717,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/Ya7MbmNFHG91Vd,4.19.0-ipanema-g8cd6f0a04f0c,i80,7918.93,1.69,1178.5696
414,15.27,15.61,Sysbench 1.1.0-254f7b1,ule_wwc,128,301.9814,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/L1icMRVfwIKv0P,4.19.0-ipanema-g8cd6f0a04f0c,i80,4026.55,1.65,8197.7029
415,15.27,16.81,Sysbench 1.1.0-254f7b1,ule_wwc,128,300.1932,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/dH6DxRgsnek1YA,4.19.0-ipanema-g8cd6f0a04f0c,i80,4026.08,1.61,7610.1624
416,3.82,2.9,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0062,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/ki2OBL1ZGhA9hX,4.19.0-ipanema-g8cd6f0a04f0c,i80,66.94,1.61,11030.5127
417,23.1,71.36,Sysbench 1.1.0-254f7b1,ule_wwc,160,302.1683,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/6SurdW6qpQGfUR,4.19.0-ipanema-g8cd6f0a04f0c,i80,7027.01,1.64,2241.8664
418,15.27,15.42,Sysbench 1.1.0-254f7b1,ule_wwc,128,300.1203,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/HGGUxGHAbLiVBH,4.19.0-ipanema-g8cd6f0a04f0c,i80,3938.76,1.49,8298.1463
419,23.1,79.31,Sysbench 1.1.0-254f7b1,ule_wwc,160,301.1409,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/vte6pL4GxFZULm,4.19.0-ipanema-g8cd6f0a04f0c,i80,4013.71,1.46,2017.0229
420,1327.91,200.61,Sysbench 1.1.0-254f7b1,ule_wwc,256,301.2489,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/fS0EsjKFqgFnF8,4.19.0-ipanema-g8cd6f0a04f0c,i80,7491.27,1.7,1275.2078
421,3.82,2.92,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0068,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/nxePBhX2qiuRBV,4.19.0-ipanema-g8cd6f0a04f0c,i80,88.89,1.66,10938.2803
422,3.96,2.92,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0055,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/Ftr4tIJHtt4V4j,4.19.0-ipanema-g8cd6f0a04f0c,i80,74.29,1.67,10948.3027
423,3.89,2.94,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0058,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/T1tYXY3egkVuHR,4.19.0-ipanema-g8cd6f0a04f0c,i80,980.49,1.64,10876.5761
424,1069.86,197.83,Sysbench 1.1.0-254f7b1,ule_wwc,256,302.7794,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/cuOEAXsTNBT4Mw,4.19.0-ipanema-g8cd6f0a04f0c,i80,4883.35,1.69,1293.0933
425,23.1,71.55,Sysbench 1.1.0-254f7b1,ule_wwc,160,301.6111,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/bFPM3GkWvy9376,4.19.0-ipanema-g8cd6f0a04f0c,i80,4068.13,1.69,2235.7465
426,7.98,5.18,Sysbench 1.1.0-254f7b1,ule_wwc,64,300.0113,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/w0Qkd0L0Mba9ec,4.19.0-ipanema-g8cd6f0a04f0c,i80,3962.33,1.61,12355.6511
427,2539.17,278.56,Sysbench 1.1.0-254f7b1,ule_wwc,512,300.1495,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/zZlHpb5QrlXqfS,4.19.0-ipanema-g8cd6f0a04f0c,i80,16496.51,1.62,1837.2013
428,15.27,16.24,Sysbench 1.1.0-254f7b1,ule_wwc,128,301.4573,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/LVaU0dNweoKlLm,4.19.0-ipanema-g8cd6f0a04f0c,i80,4023.81,1.69,7877.7728
429,1327.91,197.51,Sysbench 1.1.0-254f7b1,ule_wwc,256,300.1472,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/9XVVe51khH9sLz,4.19.0-ipanema-g8cd6f0a04f0c,i80,7860.89,1.68,1295.5076
430,3.96,2.91,Sysbench 1.1.0-254f7b1,ule_wwc,32,300.0058,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/alWOSs4O8OaNtQ,4.19.0-ipanema-g8cd6f0a04f0c,i80,76.36,1.69,10974.6975
431,2680.11,273.54,Sysbench 1.1.0-254f7b1,ule_wwc,512,301.5738,MySQL 5.7.25,Linux,/home/dc/i80/mysql/storage/a90810852d35f8b8da225521cc984775/data/jb2BjfAlYVWOMV,4.19.0-ipanema-g8cd6f0a04f0c,i80,12553.24,1.73,1871.0878
432,52.89,26.11,Sysbench 1.1.0-254f7b1,Linux,256,300.1172,MySQL 5.7.25,ule,/home/dc/i80/mysql/storage/c572d377173379368097e9a16e239562/data/dsXX1pSHJoCnYb,4.19.0-ipanema-g8cd6f0a04f0c,i80,1187.49,1.8,9799.0708
433,7.7,5.05,Sysbench 1.1.0-254f7b1,Linux,64,300.0246,MySQL 5.7.25,ule,/home/dc/i80/mysql/storage/c572d377173379368097e9a16e239562/data/gFdrHIAJvvwVWW,4.19.0-ipanema-g8cd6f0a04f0c,i80,534.28,1.7,12656.0509
434,4.57,3.1,Sysbench 1.1.0-254f7b1,Linux,32,300.011,MySQL 5.7.25,ule,/home/dc/i80/mysql/storage/c572d377173379368097e9a16e239562/data/xrALPyWI79vYpI,4.19.0-ipanema-g8cd6f0a04f0c,i80,94.36,1.69,10311.8039
435,207.82,60.39,Sysbench 1.1.0-254f7b1,Linux,512,300.2959,MySQL 5.7.25,ule,/home/dc/i80/mysql/storage/c572d377173379368097e9a16e239562/data/OG2hWJCWXU1uRz,4.19.0-ipanema-g8cd6f0a04f0c,i80,2537.3,1.87,8472.1167
436,26.2,14.25,Sysbench 1.1.0-254f7b1,Linux,160,300.1431,MySQL 5.7.25,ule,/home/dc/i80/mysql/storage/c572d377173379368097e9a16e239562/data/kfJM4rEzmXzgJq,4.19.0-ipanema-g8cd6f0a04f0c,i80,681.46,1.74,11226.0204
