,95th_latency,avg_latency,client,client_sched,clients,duration,engine,engine_sched,file,kernel,machine,max_latency,min_latency,throughput
278,8.74,5.68,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0138,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/ACcAWkLF6U1Cxc,4.19.0-ipanema-g8cd6f0a04f0c,i80,585.61,2.24,11265.6906
279,23.52,13.23,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0346,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/fYMSH7a9YDMmxX,4.19.0-ipanema-g8cd6f0a04f0c,i80,805.58,2.14,9670.5675
280,7.98,5.56,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0129,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/Euz77y4Qi5CCMe,4.19.0-ipanema-g8cd6f0a04f0c,i80,602.18,2.26,11513.2646
281,227.4,75.69,sysbench 1.1.0,cfs_wwc_flat scheduling policy,512,300.1815,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/FkU6kwMIJcLHhx,4.19.0-ipanema-g8cd6f0a04f0c,i80,5862.94,2.27,6761.5202
282,23.52,13.27,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0461,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/3Z34tnVyisL5iW,4.19.0-ipanema-g8cd6f0a04f0c,i80,814.76,2.26,9640.799
283,61.08,31.93,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.4087,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/g6C7FWbJENoMHI,4.19.0-ipanema-g8cd6f0a04f0c,i80,2119.32,2.3,8013.341
284,8.43,5.69,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0127,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/H4319UOoEqWGSS,4.19.0-ipanema-g8cd6f0a04f0c,i80,489.03,2.23,11242.9647
285,223.34,75.57,sysbench 1.1.0,cfs_wwc_flat scheduling policy,512,300.1531,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/gaH3UZXRka965E,4.19.0-ipanema-g8cd6f0a04f0c,i80,3894.52,2.25,6772.6938
286,227.4,74.91,sysbench 1.1.0,cfs_wwc_flat scheduling policy,512,300.1918,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/jqf9EXhbEng1W8,4.19.0-ipanema-g8cd6f0a04f0c,i80,3794.6,2.28,6830.9064
287,5.77,3.72,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0065,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/C5RD3qtu8lJFio,4.19.0-ipanema-g8cd6f0a04f0c,i80,92.17,2.37,8595.0935
288,5.77,3.65,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0063,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/cVdrwgAC7paX3n,4.19.0-ipanema-g8cd6f0a04f0c,i80,166.04,2.49,8768.3771
289,23.52,13.19,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0859,mysql 8.0.15,cfs_wwc_flat scheduling policy,/home/dc/storage/i80/mysql/8.0.15/902f8821b27827ec347129c73e04f6d6/data/8WQktj6BjHG1TW,4.19.0-ipanema-g8cd6f0a04f0c,i80,747.47,2.24,9704.3365
290,7.56,5.31,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0115,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/qXrGnyki5EETLc,4.19.0-ipanema-g8cd6f0a04f0c,i80,607.04,2.19,12038.3815
291,204.11,73.6,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1732,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/qge5vWFpF5s5Jt,4.19.0-ipanema-g8cd6f0a04f0c,i80,3851.39,2.12,6954.2028
292,5.37,3.56,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0059,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/iSKMn2Kw2ZTbjD,4.19.0-ipanema-g8cd6f0a04f0c,i80,598.46,2.15,8971.7507
293,5.18,3.5,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0061,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/cnO4O2Ayyylr6n,4.19.0-ipanema-g8cd6f0a04f0c,i80,94.09,2.33,9136.7376
294,204.11,73.14,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1494,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/ijnYSnJgdWk9Jj,4.19.0-ipanema-g8cd6f0a04f0c,i80,3636.8,2.18,6997.3689
295,5.09,3.5,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0065,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/v1TrbTJwq5CHaY,4.19.0-ipanema-g8cd6f0a04f0c,i80,126.65,2.27,9147.4313
296,53.85,29.55,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0741,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/ZwZdxYKmKR7zFU,4.19.0-ipanema-g8cd6f0a04f0c,i80,2441.4,2.17,8661.3587
297,53.85,29.69,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0833,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/9roIDq8EXxaOho,4.19.0-ipanema-g8cd6f0a04f0c,i80,2345.07,2.21,8619.5389
298,54.83,29.88,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.076,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/V0XXFG6Ss2DPgw,4.19.0-ipanema-g8cd6f0a04f0c,i80,2205.14,2.26,8565.5908
299,5.28,3.51,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0061,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/RMBIey8S2fCaCD,4.19.0-ipanema-g8cd6f0a04f0c,i80,156.64,2.38,9103.1491
300,20.0,11.9,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0339,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/zFqGYRbABcBvAW,4.19.0-ipanema-g8cd6f0a04f0c,i80,710.76,2.09,10752.4041
301,20.0,11.81,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0683,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/jdSw6AcQGjFDVV,4.19.0-ipanema-g8cd6f0a04f0c,i80,920.37,2.21,10831.7284
302,20.37,11.93,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0381,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/C0df6Kxh6V7AfC,4.19.0-ipanema-g8cd6f0a04f0c,i80,727.62,2.11,10725.9073
303,54.83,29.85,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0736,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/8cMC7sMkaqTTG2,4.19.0-ipanema-g8cd6f0a04f0c,i80,2194.28,2.2,8574.2996
304,7.56,5.32,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0598,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/MU5ZoKS1lTGSno,4.19.0-ipanema-g8cd6f0a04f0c,i80,400.81,2.11,12020.4958
305,54.83,29.79,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0749,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/CmPMFFQmjlob5O,4.19.0-ipanema-g8cd6f0a04f0c,i80,2469.11,2.16,8590.7171
306,20.0,11.88,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0526,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/UB4EPMWB2pqfwq,4.19.0-ipanema-g8cd6f0a04f0c,i80,768.96,2.19,10769.5791
307,5.18,3.54,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.006,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/Rr5vW8GhPL3dSU,4.19.0-ipanema-g8cd6f0a04f0c,i80,504.61,2.13,9039.528
308,5.37,3.56,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0073,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/7AdbFz1C2nDR1h,4.19.0-ipanema-g8cd6f0a04f0c,i80,221.0,2.24,8986.5674
309,204.11,73.7,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.2527,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/QIiEv5utcVPbQV,4.19.0-ipanema-g8cd6f0a04f0c,i80,4632.18,2.26,6943.7999
310,53.85,29.35,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.097,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/rqOxVCRh8bxop5,4.19.0-ipanema-g8cd6f0a04f0c,i80,2210.92,2.08,8719.4051
311,7.7,5.31,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0112,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/kcht378itVuLYe,4.19.0-ipanema-g8cd6f0a04f0c,i80,354.81,2.28,12040.2021
312,20.0,11.82,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0277,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/enw0s1qOdNOpoG,4.19.0-ipanema-g8cd6f0a04f0c,i80,660.15,2.21,10823.9862
313,5.09,3.55,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0057,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/KsYCXwpQ4u8Ysu,4.19.0-ipanema-g8cd6f0a04f0c,i80,154.56,2.31,9013.9275
314,5.09,3.55,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.006,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/TKnqZJEPT41nMK,4.19.0-ipanema-g8cd6f0a04f0c,i80,664.49,2.16,9005.5188
315,200.47,72.69,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1709,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/NvyuQb21RW8kEx,4.19.0-ipanema-g8cd6f0a04f0c,i80,4942.47,2.23,7040.6628
316,7.56,5.33,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0126,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/FF95WQ5AB404jx,4.19.0-ipanema-g8cd6f0a04f0c,i80,441.67,2.23,12008.9861
317,7.56,5.31,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0132,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/6LCg6id6T1onOu,4.19.0-ipanema-g8cd6f0a04f0c,i80,593.1,2.07,12044.6967
318,5.28,3.55,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0061,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/rlu52v6UiRt5Q6,4.19.0-ipanema-g8cd6f0a04f0c,i80,185.33,2.27,9015.6844
319,54.83,29.66,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.2237,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/8uM0dHi1UEFebn,4.19.0-ipanema-g8cd6f0a04f0c,i80,2275.52,2.21,8626.6954
320,53.85,29.63,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.1066,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/GbrHmD7KB1Abl4,4.19.0-ipanema-g8cd6f0a04f0c,i80,2455.1,2.18,8637.7025
321,7.56,5.31,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0287,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/l8MSJhRcyIxg1z,4.19.0-ipanema-g8cd6f0a04f0c,i80,446.25,2.26,12047.1231
322,7.7,5.32,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0107,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/9Z93sAi7YkkokK,4.19.0-ipanema-g8cd6f0a04f0c,i80,389.35,2.17,12022.2644
323,20.0,11.85,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0691,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/sQrfeUtmwF7iPz,4.19.0-ipanema-g8cd6f0a04f0c,i80,649.35,2.13,10799.5159
324,200.47,73.02,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1521,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/ZH0nDiayZrL8si,4.19.0-ipanema-g8cd6f0a04f0c,i80,5933.13,2.13,7008.5938
325,20.0,11.89,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0316,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/Iq71mk5NCS1RDK,4.19.0-ipanema-g8cd6f0a04f0c,i80,1340.9,2.14,10765.3338
326,20.0,11.83,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.1526,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/LNaOH1FBAih1pL,4.19.0-ipanema-g8cd6f0a04f0c,i80,728.44,2.24,10810.7091
327,7.3,5.25,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0131,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/gRtKsMfZ0nIQ2d,4.19.0-ipanema-g8cd6f0a04f0c,i80,314.25,2.27,12184.0928
328,7.7,5.35,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0126,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/oz7WCxGMS2ERrC,4.19.0-ipanema-g8cd6f0a04f0c,i80,791.27,2.05,11964.0592
329,53.85,29.74,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.2158,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/Xdt3ULaKJ1cvAg,4.19.0-ipanema-g8cd6f0a04f0c,i80,2159.04,2.14,8605.4492
330,20.37,11.87,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0318,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/EReENvJ2R2MC3h,4.19.0-ipanema-g8cd6f0a04f0c,i80,647.84,2.38,10776.1195
331,5.28,3.6,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0056,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/ImaChV9dAEeFAV,4.19.0-ipanema-g8cd6f0a04f0c,i80,180.96,2.39,8884.7919
332,53.85,29.43,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0757,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/y7jO08WPyZkNpJ,4.19.0-ipanema-g8cd6f0a04f0c,i80,2321.96,2.14,8696.9007
333,20.0,11.89,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0328,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/bOgOZLfRpNABMY,4.19.0-ipanema-g8cd6f0a04f0c,i80,693.11,2.18,10759.061
334,211.6,73.34,sysbench 1.1.0,cfs_wwc scheduling policy,512,301.4451,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/zZbXbz7F66JToc,4.19.0-ipanema-g8cd6f0a04f0c,i80,4719.83,2.19,6973.5785
335,7.3,5.25,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.013,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/avshnZ2P3OTD8s,4.19.0-ipanema-g8cd6f0a04f0c,i80,1230.84,2.23,12184.41
336,207.82,72.4,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1346,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/gcb2twbO7WOAfo,4.19.0-ipanema-g8cd6f0a04f0c,i80,5704.08,2.12,7069.2889
337,204.11,73.21,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.2054,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/qz948DKdvnHwv7,4.19.0-ipanema-g8cd6f0a04f0c,i80,4513.92,2.15,6990.2881
338,207.82,73.03,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.1523,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/q8zbgehXdA4abV,4.19.0-ipanema-g8cd6f0a04f0c,i80,5854.77,2.13,7007.8289
339,211.6,73.82,sysbench 1.1.0,cfs_wwc scheduling policy,512,300.261,mysql 8.0.15,cfs_wwc scheduling policy,/home/dc/storage/i80/mysql/8.0.15/2a859825eb8902e37662b194d3012a35/data/Xk9JV8IJX78fSE,4.19.0-ipanema-g8cd6f0a04f0c,i80,4507.04,2.14,6933.0014
340,204.11,71.23,sysbench 1.1.0,ule scheduling policy,512,300.1667,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/pSm0e9k8aGOqfw,4.19.0-ipanema-g8cd6f0a04f0c,i80,4155.14,2.09,7185.3515
341,204.11,70.53,sysbench 1.1.0,ule scheduling policy,512,300.1747,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/C9kYRH5rrRwdyf,4.19.0-ipanema-g8cd6f0a04f0c,i80,4429.38,2.19,7256.241
342,20.74,12.16,sysbench 1.1.0,ule scheduling policy,128,300.0354,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/HPUGrF42Lt7xC0,4.19.0-ipanema-g8cd6f0a04f0c,i80,1037.73,2.02,10523.3963
343,5.37,3.51,sysbench 1.1.0,ule scheduling policy,32,300.0066,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/RaPFnSlpiKv7rE,4.19.0-ipanema-g8cd6f0a04f0c,i80,1463.0,2.11,9108.5889
344,5.28,3.47,sysbench 1.1.0,ule scheduling policy,32,300.0063,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/8sLYikQRBwbuu2,4.19.0-ipanema-g8cd6f0a04f0c,i80,130.15,2.25,9228.655
345,5.37,3.48,sysbench 1.1.0,ule scheduling policy,32,300.0075,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/J33SPZcEmng8jb,4.19.0-ipanema-g8cd6f0a04f0c,i80,101.39,2.23,9181.9693
346,7.7,5.54,sysbench 1.1.0,ule scheduling policy,64,300.0121,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/tfKFwBkEf1nSck,4.19.0-ipanema-g8cd6f0a04f0c,i80,491.18,2.15,11548.8525
347,7.7,5.51,sysbench 1.1.0,ule scheduling policy,64,300.0131,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/cdtZStrby6J20J,4.19.0-ipanema-g8cd6f0a04f0c,i80,647.43,2.16,11603.6941
348,5.28,3.49,sysbench 1.1.0,ule scheduling policy,32,300.0061,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/BiINJnzDUw1N7O,4.19.0-ipanema-g8cd6f0a04f0c,i80,179.1,2.34,9151.46
349,54.83,29.49,sysbench 1.1.0,ule scheduling policy,256,300.0616,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/FXhQLDErapjVNd,4.19.0-ipanema-g8cd6f0a04f0c,i80,2021.73,2.14,8679.1042
350,7.7,5.55,sysbench 1.1.0,ule scheduling policy,64,300.0113,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/dSpoaQ32llE6lE,4.19.0-ipanema-g8cd6f0a04f0c,i80,459.57,2.15,11532.5649
351,54.83,29.54,sysbench 1.1.0,ule scheduling policy,256,300.0888,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/M8wCiiOE6LPPcU,4.19.0-ipanema-g8cd6f0a04f0c,i80,2101.03,2.18,8663.1644
352,53.85,29.34,sysbench 1.1.0,ule scheduling policy,256,300.0562,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/UNfdROsiqIx2J4,4.19.0-ipanema-g8cd6f0a04f0c,i80,2180.49,2.26,8722.6315
353,5.37,3.51,sysbench 1.1.0,ule scheduling policy,32,300.0065,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/b5x8LT2LdJ8jpY,4.19.0-ipanema-g8cd6f0a04f0c,i80,625.35,2.1,9114.3058
354,204.11,71.05,sysbench 1.1.0,ule scheduling policy,512,300.1408,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/MQ6oynuVjB7g1T,4.19.0-ipanema-g8cd6f0a04f0c,i80,5342.54,2.19,7203.638
355,5.37,3.47,sysbench 1.1.0,ule scheduling policy,32,300.0064,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/nUndcSg4via42z,4.19.0-ipanema-g8cd6f0a04f0c,i80,129.24,2.22,9218.2392
356,7.7,5.53,sysbench 1.1.0,ule scheduling policy,64,300.0132,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/5NNAym47IbipXW,4.19.0-ipanema-g8cd6f0a04f0c,i80,242.84,2.04,11567.9281
357,54.83,29.86,sysbench 1.1.0,ule scheduling policy,256,300.0573,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/W6Ml0eoJBwUycB,4.19.0-ipanema-g8cd6f0a04f0c,i80,2312.42,2.29,8570.8405
358,20.74,12.12,sysbench 1.1.0,ule scheduling policy,128,300.14,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/sn3kUr1ZVzIu8f,4.19.0-ipanema-g8cd6f0a04f0c,i80,872.24,2.11,10560.8528
359,7.7,5.53,sysbench 1.1.0,ule scheduling policy,64,300.0132,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/AO31IakQaLMVDI,4.19.0-ipanema-g8cd6f0a04f0c,i80,669.3,2.04,11558.5234
360,200.47,71.7,sysbench 1.1.0,ule scheduling policy,512,300.2026,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/AwTjsoTe1ZRaFg,4.19.0-ipanema-g8cd6f0a04f0c,i80,4538.3,2.15,7138.1297
361,7.7,5.5,sysbench 1.1.0,ule scheduling policy,64,300.0135,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/S8ZZ8iG4iPtfMJ,4.19.0-ipanema-g8cd6f0a04f0c,i80,333.98,2.06,11629.9016
362,5.28,3.47,sysbench 1.1.0,ule scheduling policy,32,300.0062,mysql 8.0.15,ule scheduling policy,/home/dc/storage/i80/mysql/8.0.15/55d168654d431595a21e5537cd04ed16/data/3d48ZzVhqhPyDU,4.19.0-ipanema-g8cd6f0a04f0c,i80,178.36,2.24,9214.6948
