,avg_latency,client,client_sched,clients,duration,engine,engine_sched,events,file,kernel,machine,max_latency,min_latency,nr_load_updates,nr_migrations,nr_sleep,nr_switches,nr_uninterruptible,nr_wakeup,p95th_latency,st_mtime,sum_latency,throughput
2686,10.77,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0633,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3564666,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/ZwLteGLq5mRuIj,4.19.0-ipanema-g8cd6f0a04f0c,i80,395.67,1.85,,,,,,,18.61,1553130654.8166327,38390764.78,11879.7121
2687,63.69,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,512,300.1361,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2411799,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/dXXwZN4A8YrJGR,4.19.0-ipanema-g8cd6f0a04f0c,i80,2945.40,2.15,13194548.0,81001159.0,211178222.0,385290646.0,0.0,211175900.0,231.53,1553720032.891832,153609004.43,8035.6849
2688,27.28,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,256,300.0588,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2815313,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/r1lRe5Db2Sz80y,4.19.0-ipanema-g8cd6f0a04f0c,i80,1333.98,2.10,,,,,,,57.87,1553084739.2864723,76794060.94,9382.5384
2689,64.20,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,512,300.1746,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2392985,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/llz9O1TcJSPwnC,4.19.0-ipanema-g8cd6f0a04f0c,i80,3225.35,2.15,,,,,,,227.40,1553090422.3342028,153628067.15,7971.9774
2690,3.13,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,32,300.0054,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3067633,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/73zShK4t9IRF6N,4.19.0-ipanema-g8cd6f0a04f0c,i80,98.28,1.96,10072042.0,1208.0,199819424.0,399617174.0,0.0,199818551.0,5.00,1553743980.5244067,9595230.07,10225.2596
2691,10.68,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0310,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3596319,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/EpaJWTMO9XUr6l,4.19.0-ipanema-g8cd6f0a04f0c,i80,335.07,1.92,,,,,,,18.61,1553083163.6042087,38390979.29,11986.4917
2692,5.12,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0120,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3748416,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/7tZmTfqAUgvs08,4.19.0-ipanema-g8cd6f0a04f0c,i80,129.30,1.88,,,,,,,7.98,1553084424.4404068,19192032.06,12494.2203
2693,5.04,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0120,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3809100,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/ag03dckLC320zH,4.19.0-ipanema-g8cd6f0a04f0c,i80,112.06,1.95,13496198.0,3081.0,249310278.0,498594240.0,0.0,249309305.0,7.70,1553740186.0665724,19191747.89,12696.4917
2694,5.19,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0121,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3695757,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/XXqiGNKkTVzgoV,4.19.0-ipanema-g8cd6f0a04f0c,i80,93.79,1.85,,,,,,,8.43,1553095785.4996269,19192161.19,12318.6948
2695,5.05,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0242,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3800944,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/IGs1bEknhVyr2j,4.19.0-ipanema-g8cd6f0a04f0c,i80,118.55,1.84,,,,,,,7.70,1553089477.7308767,19192573.06,12668.7931
2696,10.59,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0307,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3624173,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/iipziPMN6KzzFS,4.19.0-ipanema-g8cd6f0a04f0c,i80,317.69,1.95,,,,,,,18.61,1553090737.4227898,38390992.48,12079.3410
2697,3.20,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,32,300.0063,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2994345,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/UGtowjz0pxLWSm,4.19.0-ipanema-g8cd6f0a04f0c,i80,108.63,1.81,,,,,,,4.57,1553073949.3045347,9594816.51,9980.9416
2698,18.74,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0199,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,1024464,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/rUiSRrlxW7ZjL4,4.19.0-ipanema-g8cd6f0a04f0c,i80,235.50,2.52,12042363.0,6561.0,65247042.0,130460866.0,0.0,65246670.0,24.83,1553605280.9685893,19196602.55,3414.6538
2699,27.51,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,256,300.0593,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2791347,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/Eh2kTw2dXAhj99,4.19.0-ipanema-g8cd6f0a04f0c,i80,1209.80,2.00,,,,,,,57.87,1553089792.7793508,76792976.43,9302.6505
2700,64.75,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,512,300.1280,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2372280,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/ULN9PDxl2TZsmb,4.19.0-ipanema-g8cd6f0a04f0c,i80,2858.25,1.79,,,,,,,231.53,1553126248.8414054,153610642.26,7904.2287
2701,3.18,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,32,300.0102,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3019397,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/owCrt7sMz8ioGT,4.19.0-ipanema-g8cd6f0a04f0c,i80,124.02,1.88,12030836.0,1028.0,196310333.0,392613770.0,0.0,196309456.0,4.82,1553716272.9605348,9595076.91,10064.3150
2702,3.19,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,32,300.0055,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3006332,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/Ltm4MjfXpuWOSd,4.19.0-ipanema-g8cd6f0a04f0c,i80,140.52,1.92,,,,,,,4.74,1553090106.955804,9595224.31,10020.9233
2703,64.04,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,512,300.1322,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2398875,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/t1nKMBLSDSU19D,4.19.0-ipanema-g8cd6f0a04f0c,i80,2592.68,1.92,,,,,,,227.40,1553095470.443312,153612459.12,7992.7271
2704,66.29,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,512,300.1659,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2317360,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/UBy7eGo5lO7NvN,4.19.0-ipanema-g8cd6f0a04f0c,i80,3515.02,1.84,,,,,,,235.74,1553141857.0147676,153620448.21,7720.2628
2705,3.24,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,32,300.0058,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2962346,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/OIYhosu2IssIdl,4.19.0-ipanema-g8cd6f0a04f0c,i80,103.72,1.92,,,,,,,5.18,1553082535.4001527,9595093.72,9874.2955
2706,27.77,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,256,300.0585,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,2765529,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/TxPSmYrXhGqUsB,4.19.0-ipanema-g8cd6f0a04f0c,i80,1240.18,1.94,,,,,,,61.08,1553127510.7565446,76793158.86,9216.6317
2707,10.75,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0339,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3572537,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/SctMTekBW22lag,4.19.0-ipanema-g8cd6f0a04f0c,i80,310.69,2.00,13423231.0,93293446.0,252497546.0,460676584.0,0.0,252496379.0,18.95,1553717536.9187706,38391554.76,11907.1126
2708,5.11,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,64,300.0142,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3752851,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/UB6MOKYjGQCRmf,4.19.0-ipanema-g8cd6f0a04f0c,i80,124.24,1.78,,,,,,,8.13,1553082849.219969,19192115.43,12508.9117
2709,10.70,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0301,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3588719,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/o4Goi3rsDu6ixH,4.19.0-ipanema-g8cd6f0a04f0c,i80,297.94,1.88,,,,,,,18.95,1553074264.2661097,38390793.90,11961.1978
2710,10.55,sysbench 1.1.0,cfs_wwc_flat_v2 scheduling policy,128,300.0302,mysql 5.7.25,cfs_wwc_flat_v2 scheduling policy,3640566,/home/dc/storage/i80/mysql/5.7.25/a3b6f0de81778e781ab4eafef732f46f/data/WRdpjphrpjSPw4,4.19.0-ipanema-g8cd6f0a04f0c,i80,285.01,1.86,,,,,,,18.28,1553096100.2041125,38390254.60,12134.0005
2711,28.48,sysbench 1.1.0,Linux,256,300.1317,mysql 5.7.25,Linux,2696019,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/xColoiiogxFDNw,4.19.0-ipanema-g8cd6f0a04f0c,i80,1401.94,1.68,,,,,,,58.92,1552463124.680851,76791729.61,8982.7877
2712,28.51,sysbench 1.1.0,Linux,256,300.1232,mysql 5.7.25,Linux,2693332,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/hwiOBXvTF5lW0r,4.19.0-ipanema-g8cd6f0a04f0c,i80,1299.88,1.80,,,,,,,57.87,1552380738.8535924,76793185.46,8974.0876
2713,11.40,sysbench 1.1.0,Linux,128,300.0523,mysql 5.7.25,Linux,3368683,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/OrtzeJA3OmO0hR,4.19.0-ipanema-g8cd6f0a04f0c,i80,407.86,1.75,13116878.0,69485168.0,245880875.0,471511231.0,0.0,245879703.0,20.00,1553717853.439264,38389816.49,11226.9848
2714,5.25,sysbench 1.1.0,Linux,64,300.0238,mysql 5.7.25,Linux,3658286,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/N9os93osdvBhVu,4.19.0-ipanema-g8cd6f0a04f0c,i80,96.49,1.73,,,,,,,7.70,1552413245.7472565,19190510.68,12193.3193
2715,5.22,sysbench 1.1.0,Linux,64,300.0225,mysql 5.7.25,Linux,3677347,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/l6cxo1X1Z041HA,4.19.0-ipanema-g8cd6f0a04f0c,i80,107.90,1.69,,,,,,,7.70,1552140030.6590745,19190218.31,12256.9050
2716,11.51,sysbench 1.1.0,Linux,128,300.0534,mysql 5.7.25,Linux,3336648,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/imUxWdfRPoNcMr,4.19.0-ipanema-g8cd6f0a04f0c,i80,430.50,1.78,,,,,,,20.37,1552516467.5013165,38389791.21,11120.1802
2717,3.17,sysbench 1.1.0,Linux,32,300.0100,mysql 5.7.25,Linux,3029303,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/dUuOh9kHYAtmP0,4.19.0-ipanema-g8cd6f0a04f0c,i80,65.44,1.60,,,,,,,4.18,1552414503.2609172,9594371.76,10097.3402
2718,5.22,sysbench 1.1.0,Linux,64,300.0234,mysql 5.7.25,Linux,3672816,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/uGjT95h0AsivP7,4.19.0-ipanema-g8cd6f0a04f0c,i80,98.90,1.72,,,,,,,7.70,1552156741.271661,19190429.98,12241.7640
2719,66.31,sysbench 1.1.0,Linux,512,300.3073,mysql 5.7.25,Linux,2316928,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/lFvwrrpykKDLEw,4.19.0-ipanema-g8cd6f0a04f0c,i80,3430.73,1.88,,,,,,,223.34,1552435880.5322704,153630600.75,7715.1906
2720,66.24,sysbench 1.1.0,Linux,512,300.2879,mysql 5.7.25,Linux,2319264,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/PBp5J94bkA30od,4.19.0-ipanema-g8cd6f0a04f0c,i80,2947.89,1.86,,,,,,,219.36,1552313041.1832323,153623538.47,7723.4682
2721,67.17,sysbench 1.1.0,Linux,512,300.2708,mysql 5.7.25,Linux,2287180,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/PI9mboL87FY1wn,4.19.0-ipanema-g8cd6f0a04f0c,i80,3079.23,1.71,,,,,,,219.36,1552243617.1388142,153619541.39,7617.0580
2722,3.18,sysbench 1.1.0,Linux,32,300.0097,mysql 5.7.25,Linux,3020437,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/fMkEDUVCbnXGAZ,4.19.0-ipanema-g8cd6f0a04f0c,i80,85.15,1.60,,,,,,,4.18,1552460600.224061,9594750.93,10067.7991
2723,3.17,sysbench 1.1.0,Linux,32,300.0096,mysql 5.7.25,Linux,3025615,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/jzAnc4WzsxjwCr,4.19.0-ipanema-g8cd6f0a04f0c,i80,74.04,1.62,,,,,,,4.10,1552240468.6328335,9594692.08,10085.0610
2724,28.41,sysbench 1.1.0,Linux,256,300.1254,mysql 5.7.25,Linux,2702963,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/uVshTNBMMljWTz,4.19.0-ipanema-g8cd6f0a04f0c,i80,1205.11,1.82,,,,,,,58.92,1552162726.9435759,76790853.13,9006.1136
2725,11.55,sysbench 1.1.0,Linux,128,300.0526,mysql 5.7.25,Linux,3324157,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/vSS8KQZHIt2QCM,4.19.0-ipanema-g8cd6f0a04f0c,i80,357.19,1.72,,,,,,,20.37,1553130339.588219,38389211.36,11078.5799
2726,28.32,sysbench 1.1.0,Linux,256,300.1301,mysql 5.7.25,Linux,2711481,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/ffgmU0P3mbpu46,4.19.0-ipanema-g8cd6f0a04f0c,i80,1393.30,1.80,,,,,,,58.92,1552417652.5821104,76792700.88,9034.3536
2727,5.25,sysbench 1.1.0,Linux,64,300.0246,mysql 5.7.25,Linux,3654818,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/KrLarQlRrv0Rwf,4.19.0-ipanema-g8cd6f0a04f0c,i80,133.33,1.71,,,,,,,7.70,1552560580.1659062,19189988.96,12181.7261
2728,64.66,sysbench 1.1.0,Linux,512,300.2921,mysql 5.7.25,Linux,2375821,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/ptQ7NYtLLmgSL1,4.19.0-ipanema-g8cd6f0a04f0c,i80,3261.08,1.76,13189326.0,67602761.0,227637710.0,441155386.0,0.0,227635400.0,223.34,1553739235.7033336,153609965.35,7911.6999
2729,5.25,sysbench 1.1.0,Linux,64,300.0239,mysql 5.7.25,Linux,3654631,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/YuhXFR5tbYfxpN,4.19.0-ipanema-g8cd6f0a04f0c,i80,108.01,1.61,,,,,,,7.70,1552315875.9068089,19190098.18,12181.1309
2730,3.16,sysbench 1.1.0,Linux,32,300.0102,mysql 5.7.25,Linux,3031653,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/K17ASX3lveA3mI,4.19.0-ipanema-g8cd6f0a04f0c,i80,73.16,1.64,,,,,,,4.03,1552311468.2052293,9594756.56,10105.1664
2731,5.25,sysbench 1.1.0,Linux,64,300.0230,mysql 5.7.25,Linux,3654984,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/gJPvWK5AZEeYD5,4.19.0-ipanema-g8cd6f0a04f0c,i80,112.44,1.71,,,,,,,7.84,1552458712.4544375,19190385.97,12182.3460
2732,65.90,sysbench 1.1.0,Linux,512,300.2707,mysql 5.7.25,Linux,2330766,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/DhpUwOV2PAh7H5,4.19.0-ipanema-g8cd6f0a04f0c,i80,2762.14,1.85,,,,,,,219.36,1552224863.4452665,153607211.40,7762.2162
2733,65.70,sysbench 1.1.0,Linux,512,300.2661,mysql 5.7.25,Linux,2338705,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/mXNRZIMKooQl0q,4.19.0-ipanema-g8cd6f0a04f0c,i80,3090.04,1.85,,,,,,,223.34,1552161150.6668172,153644328.41,7788.7734
2734,66.08,sysbench 1.1.0,Linux,512,300.3042,mysql 5.7.25,Linux,2324544,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/ggoRF4EsEj3GSS,4.19.0-ipanema-g8cd6f0a04f0c,i80,3133.33,1.74,,,,,,,219.36,1552485986.2830358,153613041.04,7740.6307
2735,11.47,sysbench 1.1.0,Linux,128,300.0725,mysql 5.7.25,Linux,3345905,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/rFnfQKL72SW5AU,4.19.0-ipanema-g8cd6f0a04f0c,i80,335.40,1.68,,,,,,,20.37,1552133733.4026432,38389937.82,11150.3212
2736,3.10,sysbench 1.1.0,Linux,32,300.0096,mysql 5.7.25,Linux,3099250,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/05s1GeCzP0SFpS,4.19.0-ipanema-g8cd6f0a04f0c,i80,84.63,1.61,11852401.0,41353.0,200710380.0,401414079.0,0.0,200709505.0,4.18,1553716904.4191377,9594578.46,10330.5041
2737,29.07,sysbench 1.1.0,Linux,256,300.1262,mysql 5.7.25,Linux,2641882,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/pQmhvOkhjTdruE,4.19.0-ipanema-g8cd6f0a04f0c,i80,1495.19,1.86,,,,,,,58.92,1552488188.5458233,76790345.18,8802.5699
2738,5.24,sysbench 1.1.0,Linux,64,300.0238,mysql 5.7.25,Linux,3658988,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/HprsWedHAauGk6,4.19.0-ipanema-g8cd6f0a04f0c,i80,116.60,1.71,,,,,,,7.70,1552487558.6797428,19190610.39,12195.6605
2739,28.09,sysbench 1.1.0,Linux,256,300.1244,mysql 5.7.25,Linux,2733913,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/mWJPy8DPUUQBRR,4.19.0-ipanema-g8cd6f0a04f0c,i80,1236.68,1.83,,,,,,,57.87,1552225813.7596903,76790748.97,9109.2661
2740,38.34,sysbench 1.1.0,Linux,128,300.0837,mysql 5.7.25,Linux,1001399,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/XHjcr8tHMcxpq2,4.19.0-ipanema-g8cd6f0a04f0c,i80,209.71,2.29,12325522.0,29803722.0,67907357.0,123801064.0,0.0,67906848.0,59.99,1553601192.4337392,38394119.13,3337.0658
2741,5.27,sysbench 1.1.0,Linux,64,300.0244,mysql 5.7.25,Linux,3641573,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/CSp5FczWXdwGj0,4.19.0-ipanema-g8cd6f0a04f0c,i80,117.58,1.68,,,,,,,7.84,1553132857.3889759,19190092.29,12137.5902
2742,28.09,sysbench 1.1.0,Linux,256,300.1973,mysql 5.7.25,Linux,2735049,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/7Po9LQq3wR4w1m,4.19.0-ipanema-g8cd6f0a04f0c,i80,1378.20,1.71,,,,,,,57.87,1552511741.4729028,76815320.07,9110.8374
2743,3.14,sysbench 1.1.0,Linux,32,300.0089,mysql 5.7.25,Linux,3054003,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/ANVcfpHy6i21lH,4.19.0-ipanema-g8cd6f0a04f0c,i80,84.80,1.62,,,,,,,4.03,1552164300.478666,9594680.67,10179.7070
2744,5.26,sysbench 1.1.0,Linux,64,300.0228,mysql 5.7.25,Linux,3651446,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/Nxn9pKz5Xg1Clp,4.19.0-ipanema-g8cd6f0a04f0c,i80,96.91,1.72,12604282.0,277009.0,240818238.0,481588538.0,0.0,240817253.0,7.98,1553720665.3423178,19190512.40,12170.5627
2745,11.67,sysbench 1.1.0,Linux,128,300.0634,mysql 5.7.25,Linux,3290081,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/s4Dkm7yXGEUaWE,4.19.0-ipanema-g8cd6f0a04f0c,i80,381.29,1.76,,,,,,,20.74,1553147526.0219033,38389154.20,10964.6185
2746,11.52,sysbench 1.1.0,Linux,128,300.0570,mysql 5.7.25,Linux,3332633,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/mBLRcXQHnSRGYf,4.19.0-ipanema-g8cd6f0a04f0c,i80,704.30,1.74,,,,,,,20.37,1552159256.953235,38389713.59,11106.6671
2747,5.31,sysbench 1.1.0,Linux,64,300.0243,mysql 5.7.25,Linux,3615027,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/c5w8XyECNP9Vsl,4.19.0-ipanema-g8cd6f0a04f0c,i80,104.82,1.70,,,,,,,7.84,1552195776.6612604,19190272.57,12049.1138
2748,66.00,sysbench 1.1.0,Linux,512,300.2887,mysql 5.7.25,Linux,2327554,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/AiR29V2juc2Frb,4.19.0-ipanema-g8cd6f0a04f0c,i80,3534.28,1.85,,,,,,,223.34,1552561532.5842755,153610221.72,7751.0544
2749,27.89,sysbench 1.1.0,Linux,256,300.1250,mysql 5.7.25,Linux,2753895,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/OqpuhzgJ90wbDj,4.19.0-ipanema-g8cd6f0a04f0c,i80,1298.26,1.73,13134184.0,74800060.0,233434765.0,449506683.0,0.0,233433219.0,57.87,1553714693.5414076,76793178.40,9175.8259
2750,3.16,sysbench 1.1.0,Linux,32,300.0086,mysql 5.7.25,Linux,3034863,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/wtFxDfhy6K5WVr,4.19.0-ipanema-g8cd6f0a04f0c,i80,74.09,1.61,,,,,,,4.10,1552513945.9983387,9594247.35,10115.9216
2751,3.11,sysbench 1.1.0,Linux,32,300.0100,mysql 5.7.25,Linux,3085472,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/C3UkfNEWELoeip,4.19.0-ipanema-g8cd6f0a04f0c,i80,74.57,1.68,11872387.0,47282.0,200342391.0,400680001.0,0.0,200341518.0,4.25,1553743348.4810665,9594420.92,10284.5622
2752,11.45,sysbench 1.1.0,Linux,128,300.0511,mysql 5.7.25,Linux,3353792,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/niNb4nxYkwHdB5,4.19.0-ipanema-g8cd6f0a04f0c,i80,330.61,1.73,,,,,,,20.00,1552562794.5998585,38389538.29,11177.4017
2753,3.14,sysbench 1.1.0,Linux,32,300.0104,mysql 5.7.25,Linux,3056284,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/HCssOjml8NqYzb,4.19.0-ipanema-g8cd6f0a04f0c,i80,66.02,1.67,,,,,,,4.03,1552339650.2984445,9594637.80,10187.2606
2754,28.19,sysbench 1.1.0,Linux,256,300.1298,mysql 5.7.25,Linux,2724181,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/R9V3VkezOEpII8,4.19.0-ipanema-g8cd6f0a04f0c,i80,1360.09,1.90,,,,,,,57.87,1552317135.386497,76791335.59,9076.6767
2755,3.16,sysbench 1.1.0,Linux,32,300.0101,mysql 5.7.25,Linux,3034958,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/7sSOVNn3MfQvKD,4.19.0-ipanema-g8cd6f0a04f0c,i80,74.14,1.61,,,,,,,4.18,1553128768.2207942,9594686.03,10116.1849
2756,11.48,sysbench 1.1.0,Linux,128,300.0535,mysql 5.7.25,Linux,3345343,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/NjjMKIyBVirtx6,4.19.0-ipanema-g8cd6f0a04f0c,i80,428.02,1.72,,,,,,,20.00,1552228017.8549273,38389475.95,11149.1534
2757,11.47,sysbench 1.1.0,Linux,128,300.0543,mysql 5.7.25,Linux,3348282,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/Xhk8j5otyoitep,4.19.0-ipanema-g8cd6f0a04f0c,i80,352.20,1.76,,,,,,,20.00,1552464070.432902,38389426.95,11158.9200
2758,11.45,sysbench 1.1.0,Linux,128,300.0530,mysql 5.7.25,Linux,3354092,/home/dc/storage/i80/mysql/5.7.25/156be907a64af2a5deb1483f77b33a1e/data/HLGwSY4SCa8fV2,4.19.0-ipanema-g8cd6f0a04f0c,i80,430.41,1.75,,,,,,,20.00,1552437772.1861537,38389302.37,11178.3322
