,avg_latency,client,client_sched,clients,duration,engine,engine_sched,events,file,kernel,machine,max_latency,min_latency,nr_load_updates,nr_migrations,nr_sleep,nr_switches,nr_uninterruptible,nr_wakeup,p95th_latency,st_mtime,sum_latency,throughput
261,8.94,sysbench 1.1.0,Linux,64,300.0183,mongo v3.6.3,Linux,2145967,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/9n6Fd8goubPj7z,4.19.0-ipanema-g9ba5ed25b696,i44,118.79,4.86,,,,,,,10.09,1552343378.0447881,19195305.37,7152.7874
262,6.44,sysbench 1.1.0,Linux,32,300.0087,mongo v3.6.3,Linux,1490081,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/enV171FFe01w4l,4.19.0-ipanema-g9ba5ed25b696,i44,90.90,4.71,,,,,,,7.43,1552289716.8411043,9597308.24,4966.7924
263,6.47,sysbench 1.1.0,Linux,32,300.0075,mongo v3.6.3,Linux,1484172,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/gO7LChIS72d2b6,4.19.0-ipanema-g9ba5ed25b696,i44,96.82,4.80,,,,,,,7.43,1552402413.099423,9597433.42,4947.1160
264,8.91,sysbench 1.1.0,Linux,64,300.0171,mongo v3.6.3,Linux,2153754,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/fYtMutFd7gIkR5,4.19.0-ipanema-g9ba5ed25b696,i44,140.12,4.80,,,,,,,10.09,1552395651.912386,19195241.46,7178.7706
265,15.09,sysbench 1.1.0,Linux,128,300.0361,mongo v3.6.3,Linux,2544473,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/CGn92vgNan9r2N,4.19.0-ipanema-g9ba5ed25b696,i44,316.18,5.02,,,,,,,22.28,1552393855.5618281,38393644.87,8480.5554
266,6.46,sysbench 1.1.0,Linux,32,300.0088,mongo v3.6.3,Linux,1486745,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/6FPqqOSRlJgdT7,4.19.0-ipanema-g9ba5ed25b696,i44,93.47,4.84,,,,,,,7.43,1552357805.641668,9597332.29,4955.6707
267,14.92,sysbench 1.1.0,Linux,128,300.0330,mongo v3.6.3,Linux,2573966,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/xj5VKMJ5Tbv9Hx,4.19.0-ipanema-g9ba5ed25b696,i44,308.24,5.14,,,,,,,21.89,1552193103.5370772,38393562.54,8578.9422
268,6.45,sysbench 1.1.0,Linux,32,300.0081,mongo v3.6.3,Linux,1488467,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/xNLEjYwA3ytPfI,4.19.0-ipanema-g9ba5ed25b696,i44,99.34,4.85,,,,,,,7.43,1552194910.776463,9597367.72,4961.4235
269,9.01,sysbench 1.1.0,Linux,64,300.0166,mongo v3.6.3,Linux,2130600,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/f80b1D3G3Cve4c,4.19.0-ipanema-g9ba5ed25b696,i44,107.92,4.92,,,,,,,10.09,1552370889.0889997,19195251.28,7101.6066
270,15.29,sysbench 1.1.0,Linux,128,300.0386,mongo v3.6.3,Linux,2511007,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/CeOzRontEOah52,4.19.0-ipanema-g9ba5ed25b696,i44,304.91,5.09,,,,,,,22.69,1552147151.5410435,38393837.36,8368.9465
271,6.47,sysbench 1.1.0,Linux,32,300.0083,mongo v3.6.3,Linux,1482766,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/sG5iZoPZ7yjYAn,4.19.0-ipanema-g9ba5ed25b696,i44,94.28,4.85,,,,,,,7.43,1552256353.9115791,9597375.11,4942.4169
272,6.42,sysbench 1.1.0,Linux,32,300.0086,mongo v3.6.3,Linux,1494587,/home/dc/storage/i44/mongo/v3.6.3/808a060ee7a489a8b14c4039b12d9b99/data/4bYTacgDO9tyTM,4.19.0-ipanema-g9ba5ed25b696,i44,91.88,4.90,,,,,,,7.43,1552147598.4827037,9597336.91,4981.8132
273,32.37,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0801,mongo v3.6.3,cfs_wwc scheduling policy,2372247,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/iw5IR67mtn6ZgB,4.19.0-ipanema-g9ba5ed25b696,i44,888.83,5.00,,,,,,,41.10,1552330317.3751218,76798417.89,7905.3780
274,31.20,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0862,mongo v3.6.3,cfs_wwc scheduling policy,2461629,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/4z4DzIw5docHvV,4.19.0-ipanema-g9ba5ed25b696,i44,759.89,5.44,,,,,,,38.94,1552360989.6258056,76797847.17,8203.0725
275,9.12,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0172,mongo v3.6.3,cfs_wwc scheduling policy,2104331,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/4AJI2aJpvzOVR3,4.19.0-ipanema-g9ba5ed25b696,i44,146.93,5.07,,,,,,,9.91,1552254078.6418989,19195283.62,7014.0350
276,32.06,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0874,mongo v3.6.3,cfs_wwc scheduling policy,2395393,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/595Nrw0NadFwJI,4.19.0-ipanema-g9ba5ed25b696,i44,773.58,5.62,,,,,,,40.37,1552271202.928627,76798520.97,7982.3169
277,7.11,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0080,mongo v3.6.3,cfs_wwc scheduling policy,1349518,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/XqOl1lpDbi0eed,4.19.0-ipanema-g9ba5ed25b696,i44,118.20,5.05,,,,,,,8.13,1552196271.5724928,9597434.23,4498.2731
278,15.92,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0407,mongo v3.6.3,cfs_wwc scheduling policy,2411042,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/lVSSavnubXIvBn,4.19.0-ipanema-g9ba5ed25b696,i44,327.13,5.10,,,,,,,19.29,1552373591.6689425,38394077.35,8035.7165
279,15.97,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0408,mongo v3.6.3,cfs_wwc scheduling policy,2403478,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/LoqUfUlOJIjVib,4.19.0-ipanema-g9ba5ed25b696,i44,330.24,5.24,,,,,,,19.65,1552173744.7232413,38394104.12,8010.5027
280,9.09,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0178,mongo v3.6.3,cfs_wwc scheduling policy,2111580,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/KGESJob8rMcArg,4.19.0-ipanema-g9ba5ed25b696,i44,145.53,5.01,,,,,,,9.91,1552246864.1736844,19195489.66,7038.1821
281,16.37,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0416,mongo v3.6.3,cfs_wwc scheduling policy,2344704,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/8GeNtajar7xtEt,4.19.0-ipanema-g9ba5ed25b696,i44,313.31,5.22,,,,,,,20.00,1552324460.7877648,38394465.83,7814.5960
282,8.82,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0176,mongo v3.6.3,cfs_wwc scheduling policy,2176854,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/XmPuuoO23kmpw7,4.19.0-ipanema-g9ba5ed25b696,i44,140.30,5.03,,,,,,,9.56,1552215676.2442644,19195258.30,7255.7541
283,7.06,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0083,mongo v3.6.3,cfs_wwc scheduling policy,1359984,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/D5jlgkqgZUWpbm,4.19.0-ipanema-g9ba5ed25b696,i44,98.88,4.89,,,,,,,7.98,1552177796.5619566,9597526.72,4533.1543
284,32.38,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0871,mongo v3.6.3,cfs_wwc scheduling policy,2371658,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/mdDdAPjjkBpf8y,4.19.0-ipanema-g9ba5ed25b696,i44,787.68,5.65,,,,,,,41.10,1552225652.3738382,76799007.60,7903.2311
285,31.17,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0876,mongo v3.6.3,cfs_wwc scheduling policy,2463739,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/jrhyAGsff7tn9s,4.19.0-ipanema-g9ba5ed25b696,i44,748.82,5.87,,,,,,,39.65,1552296522.518387,76798155.93,8210.0648
286,9.03,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0167,mongo v3.6.3,cfs_wwc scheduling policy,2125628,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/RzetmoWxdr3YPS,4.19.0-ipanema-g9ba5ed25b696,i44,139.67,4.99,,,,,,,9.73,1552372245.3909822,19195482.90,7085.0312
287,15.81,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0407,mongo v3.6.3,cfs_wwc scheduling policy,2428434,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/WywLzHiHrKvykw,4.19.0-ipanema-g9ba5ed25b696,i44,315.53,5.16,,,,,,,19.29,1552298335.3714066,38394238.13,8093.6810
288,8.90,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0169,mongo v3.6.3,cfs_wwc scheduling policy,2156788,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/LFdYk4Q3iIMJvO,4.19.0-ipanema-g9ba5ed25b696,i44,216.14,4.84,,,,,,,9.56,1552272101.3677356,19195214.41,7188.8876
289,33.03,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0847,mongo v3.6.3,cfs_wwc scheduling policy,2324927,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/H4nlziwWVG1QyA,4.19.0-ipanema-g9ba5ed25b696,i44,757.91,5.67,,,,,,,42.61,1552310025.257032,76799051.91,7747.5692
290,9.22,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0174,mongo v3.6.3,cfs_wwc scheduling policy,2081986,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/gp6P3TTyoNKVUx,4.19.0-ipanema-g9ba5ed25b696,i44,142.58,4.95,,,,,,,10.09,1552394309.5178607,19195489.59,6939.5501
291,15.79,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0396,mongo v3.6.3,cfs_wwc scheduling policy,2431937,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/mAS9ZK7PkfRxD3,4.19.0-ipanema-g9ba5ed25b696,i44,324.90,5.05,,,,,,,19.29,1552293362.8957903,38393801.21,8105.3857
292,31.89,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0881,mongo v3.6.3,cfs_wwc scheduling policy,2408031,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/pGdjjovSTd0X5G,4.19.0-ipanema-g9ba5ed25b696,i44,754.04,5.66,,,,,,,40.37,1552377661.9082987,76799066.31,8024.4132
293,16.39,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0430,mongo v3.6.3,cfs_wwc scheduling policy,2342819,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/lsEaQnhhN1aSVb,4.19.0-ipanema-g9ba5ed25b696,i44,302.52,5.18,,,,,,,20.00,1552221120.9989703,38394222.61,7808.2773
294,9.00,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0149,mongo v3.6.3,cfs_wwc scheduling policy,2132294,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/TaLqRWtALMOJ97,4.19.0-ipanema-g9ba5ed25b696,i44,148.44,5.06,,,,,,,9.73,1552218406.7898574,19195267.94,7107.2928
295,9.06,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0174,mongo v3.6.3,cfs_wwc scheduling policy,2117938,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/vbNkraJXIBu5Xa,4.19.0-ipanema-g9ba5ed25b696,i44,140.41,5.01,,,,,,,9.73,1552172839.7310517,19195252.27,7059.3833
296,7.11,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc scheduling policy,1349905,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/E3fHR8q8KqfFRX,4.19.0-ipanema-g9ba5ed25b696,i44,90.00,4.94,,,,,,,8.13,1552402865.9909666,9597462.66,4499.5606
297,33.20,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0851,mongo v3.6.3,cfs_wwc scheduling policy,2313178,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/iZih8qPCzg5HZz,4.19.0-ipanema-g9ba5ed25b696,i44,736.77,5.57,,,,,,,41.85,1552176889.746557,76799047.05,7708.4065
298,15.82,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0411,mongo v3.6.3,cfs_wwc scheduling policy,2426752,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/SqsT1nx4EkWSiY,4.19.0-ipanema-g9ba5ed25b696,i44,339.62,5.29,,,,,,,19.29,1552393412.2454352,38393686.30,8088.0652
299,7.06,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0309,mongo v3.6.3,cfs_wwc scheduling policy,1359147,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/Ud6sQ4RdSp1e3A,4.19.0-ipanema-g9ba5ed25b696,i44,121.58,4.93,,,,,,,7.98,1552170573.7945404,9598074.06,4530.0232
300,7.09,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0084,mongo v3.6.3,cfs_wwc scheduling policy,1353356,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/5KtTiwhgqsdEVM,4.19.0-ipanema-g9ba5ed25b696,i44,118.79,4.89,,,,,,,7.98,1552376293.6407256,9597491.37,4511.0610
301,9.13,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0179,mongo v3.6.3,cfs_wwc scheduling policy,2102789,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/EX1xqFuLlJZCNA,4.19.0-ipanema-g9ba5ed25b696,i44,142.24,4.98,,,,,,,9.91,1552198538.056874,19195326.23,7008.8774
302,31.89,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0863,mongo v3.6.3,cfs_wwc scheduling policy,2408248,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/HmpKFz2sCIbHzB,4.19.0-ipanema-g9ba5ed25b696,i44,735.69,5.43,,,,,,,40.37,1552344289.6867175,76798269.23,8025.1850
303,7.13,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0083,mongo v3.6.3,cfs_wwc scheduling policy,1346732,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/NBr7qVygF9zjKT,4.19.0-ipanema-g9ba5ed25b696,i44,121.38,5.03,,,,,,,8.13,1552274384.8758645,9597520.67,4488.9819
304,7.12,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0090,mongo v3.6.3,cfs_wwc scheduling policy,1347868,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/pwpquzls8bhMVw,4.19.0-ipanema-g9ba5ed25b696,i44,123.00,5.07,,,,,,,8.13,1552290206.2044919,9597422.42,4492.7580
305,16.01,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0410,mongo v3.6.3,cfs_wwc scheduling policy,2397583,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/dsq5dsAKLOpbn1,4.19.0-ipanema-g9ba5ed25b696,i44,308.70,5.03,,,,,,,19.65,1552211155.2454896,38394190.82,7990.8506
306,7.10,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0081,mongo v3.6.3,cfs_wwc scheduling policy,1350951,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/Nty4KY0kkko83k,4.19.0-ipanema-g9ba5ed25b696,i44,123.09,5.19,,,,,,,7.98,1552358721.1869683,9597528.89,4503.0485
307,31.91,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0866,mongo v3.6.3,cfs_wwc scheduling policy,2406942,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/YQ0PbMqQ3nlIzV,4.19.0-ipanema-g9ba5ed25b696,i44,741.18,5.82,,,,,,,40.37,1552209808.8585918,76798287.75,8020.8234
308,31.32,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0875,mongo v3.6.3,cfs_wwc scheduling policy,2452140,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/dQv3XSVF0D0hQv,4.19.0-ipanema-g9ba5ed25b696,i44,723.53,5.54,,,,,,,39.65,1552250007.1379702,76798750.84,8171.4177
309,16.64,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0424,mongo v3.6.3,cfs_wwc scheduling policy,2307466,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/zkyngjPqwupPpf,4.19.0-ipanema-g9ba5ed25b696,i44,305.04,5.22,,,,,,,20.37,1552238699.362013,38394367.61,7690.4655
310,7.05,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0080,mongo v3.6.3,cfs_wwc scheduling policy,1360998,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/OSDEUIuN48fuxD,4.19.0-ipanema-g9ba5ed25b696,i44,118.35,5.04,,,,,,,7.98,1552341106.8750672,9597488.77,4536.5394
311,9.10,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0167,mongo v3.6.3,cfs_wwc scheduling policy,2108235,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/LGg300w8BzXZLo,4.19.0-ipanema-g9ba5ed25b696,i44,144.22,5.08,,,,,,,9.91,1552302389.0995693,19195437.02,7027.0586
312,7.05,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0089,mongo v3.6.3,cfs_wwc scheduling policy,1360470,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/YYInDtfDig9YIt,4.19.0-ipanema-g9ba5ed25b696,i44,122.90,4.94,,,,,,,8.13,1552397470.165383,9597586.70,4534.7650
313,7.06,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc scheduling policy,1359081,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/M2OdwWmT779f7k,4.19.0-ipanema-g9ba5ed25b696,i44,120.40,4.94,,,,,,,8.13,1552245070.3703651,9597537.33,4530.1455
314,8.97,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0172,mongo v3.6.3,cfs_wwc scheduling policy,2139130,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/03Ngjp3xDAFDPE,4.19.0-ipanema-g9ba5ed25b696,i44,140.55,4.82,,,,,,,9.73,1552287895.6271942,19195311.29,7130.0241
315,31.61,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0880,mongo v3.6.3,cfs_wwc scheduling policy,2429876,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/4fYcQMUGo2wMIf,4.19.0-ipanema-g9ba5ed25b696,i44,756.59,5.57,,,,,,,39.65,1552241864.3599894,76798310.29,8097.2107
316,8.84,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0179,mongo v3.6.3,cfs_wwc scheduling policy,2171382,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/XpA0FfEfMPsmk6,4.19.0-ipanema-g9ba5ed25b696,i44,142.20,5.12,,,,,,,9.56,1552332120.9723907,19195199.85,7237.5090
317,7.12,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0085,mongo v3.6.3,cfs_wwc scheduling policy,1348748,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/fHutUgNkErfDjj,4.19.0-ipanema-g9ba5ed25b696,i44,119.67,5.06,,,,,,,8.13,1552314549.301731,9597395.44,4495.6993
318,7.19,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0090,mongo v3.6.3,cfs_wwc scheduling policy,1335161,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/n30CNx7o6lzzpG,4.19.0-ipanema-g9ba5ed25b696,i44,119.89,5.03,,,,,,,8.13,1552326707.7453482,9597492.61,4450.4037
319,16.00,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0430,mongo v3.6.3,cfs_wwc scheduling policy,2399804,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/7ZqJSgT1sqmuux,4.19.0-ipanema-g9ba5ed25b696,i44,294.07,5.09,,,,,,,19.65,1552277528.7562315,38394273.44,7998.2007
320,9.14,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0170,mongo v3.6.3,cfs_wwc scheduling policy,2100654,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/lhSmAe2XSExtht,4.19.0-ipanema-g9ba5ed25b696,i44,179.31,5.15,,,,,,,9.91,1552342926.3992264,19195529.16,7001.7842
321,8.96,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0147,mongo v3.6.3,cfs_wwc scheduling policy,2143228,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/O7BRwSzHPa9Chy,4.19.0-ipanema-g9ba5ed25b696,i44,140.02,4.98,,,,,,,9.73,1552362794.7853768,19195300.91,7143.7437
322,32.56,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.1109,mongo v3.6.3,cfs_wwc scheduling policy,2358780,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/N2vBIL7znrQA5Q,4.19.0-ipanema-g9ba5ed25b696,i44,759.74,5.71,,,,,,,41.10,1552400611.5929878,76798269.65,7859.6947
323,16.15,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0412,mongo v3.6.3,cfs_wwc scheduling policy,2377462,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/04vTLQyRPe8gi1,4.19.0-ipanema-g9ba5ed25b696,i44,292.53,5.16,,,,,,,19.65,1552355543.7951398,38394106.54,7923.7843
324,9.20,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0166,mongo v3.6.3,cfs_wwc scheduling policy,2086875,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/qNsDD8YU3BqvUy,4.19.0-ipanema-g9ba5ed25b696,i44,140.96,5.10,,,,,,,9.91,1552165589.5691175,19195601.58,6955.8652
325,15.76,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0433,mongo v3.6.3,cfs_wwc scheduling policy,2436280,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/DOdZRvJRKzx1Tt,4.19.0-ipanema-g9ba5ed25b696,i44,330.95,5.20,,,,,,,19.29,1552312285.2049117,38393934.55,8119.7622
326,7.12,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0079,mongo v3.6.3,cfs_wwc scheduling policy,1348748,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/LxoDhUDxVYaVKp,4.19.0-ipanema-g9ba5ed25b696,i44,127.08,5.07,,,,,,,7.98,1552255449.0648355,9597442.25,4495.7076
327,16.28,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0326,mongo v3.6.3,cfs_wwc scheduling policy,2357933,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/mp0BM22qMPd6PR,4.19.0-ipanema-g9ba5ed25b696,i44,314.66,5.09,,,,,,,20.00,1552248218.8494933,38394225.25,7858.9230
328,16.37,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0419,mongo v3.6.3,cfs_wwc scheduling policy,2345987,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/UQXsoYCzkFPUqv,4.19.0-ipanema-g9ba5ed25b696,i44,307.44,5.21,,,,,,,20.00,1552194008.384073,38394409.60,7818.8658
329,6.98,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc scheduling policy,1375290,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/CrvdVcpUEv53nl,4.19.0-ipanema-g9ba5ed25b696,i44,119.14,4.88,,,,,,,7.98,1552213413.548568,9597370.26,4584.1747
330,15.88,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0400,mongo v3.6.3,cfs_wwc scheduling policy,2417811,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/uW3Kan5aDxfFCR,4.19.0-ipanema-g9ba5ed25b696,i44,293.51,5.11,,,,,,,19.29,1552347012.9515405,38393926.27,8058.2949
331,32.09,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0888,mongo v3.6.3,cfs_wwc scheduling policy,2393585,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/tARD2JhlnKKNo2,4.19.0-ipanema-g9ba5ed25b696,i44,754.04,5.37,,,,,,,40.37,1552286085.0181189,76798841.86,7976.2546
332,32.37,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.1051,mongo v3.6.3,cfs_wwc scheduling policy,2372823,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/bPIY0R6pn7znH1,4.19.0-ipanema-g9ba5ed25b696,i44,731.34,5.63,,,,,,,41.10,1552162421.4465058,76798564.63,7906.6398
333,32.32,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0850,mongo v3.6.3,cfs_wwc scheduling policy,2376137,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/hMOTnj39I52CHn,4.19.0-ipanema-g9ba5ed25b696,i44,763.92,5.58,,,,,,,41.10,1552200349.9895475,76797438.87,7918.2140
